MANUFACTURER_NAME	MFG_CODE	PART_NUMBER	PRICE	MSRP	MAP_PRICE	SERIALIZED	TANGIBLE	WEIGHT	COUNTRY_OF_ORIGIN	PRODUCT_DESCRIPTION	CATEGORY	IN_STOCK	LOC_01	LOC_02	LOC_03	LOC_04	LOC_05	LOC_06	LOC_07	LOC_08	LOC_09	LOC_10	ORG
COGNITIVE LLC	COG	04-00-0028-07	8.33	14.00		N	Y	0.2	US	COGNITIVE, CONSUMABLES, WAX/RESIN RIBBON, 4.25" X 3150', DLX/ADVANTAGE LX/BLASTER COMPATIBLE, 12 RPC, PRICED PER ROLL	COG.CONSUMABLES.OEM MEDIA.RIBBONS.DESKTOP	13	13	0									121
COGNITIVE LLC	COG	04-00-0028-08	5.95	10.00		N	Y	0.1	US	COGNITIVE LLC, CONSUMABLES, WAX RIBBON, 2.4 " ON 4" CORE" X 263', 4" OD, DLX/ADVANTAGE LX/BLASTER COMPATIBLE, 12 ROLLS PER CASE, PRICED PER ROLL	COG.CONSUMABLES.OEM MEDIA.RIBBONS.DESKTOP	4	4	0									121
COGNITIVE LLC	COG	04-00-0031-01	4.76	8.00		N	Y	0.14	US	COGNITIVE, CONSUMABLES, WAX RIBBON, 2.4" X 263', DLX/ADVANTAGE LX/BLASTER COMPATIBLE, 12 ROLLS PER CASE, PRICED PER ROLL	COG.CONSUMABLES.OEM MEDIA.RIBBONS.DESKTOP	119	119	0									121
COGNITIVE LLC	COG	04-00-0031-02	5.95	10.00		N	Y	0.14	US	COGNITIVE, CONSUMABLES, WAX/RESIN RIBBON, 2.4" X 263', FOR DLX/ADVANTAGE LX/BLASTER, 12 RPC, PRICED PER ROLL.	COG.CONSUMABLES.OEM MEDIA.RIBBONS.DESKTOP	9	9	0									121
COGNITIVE LLC	COG	04-00-0031-03	8.33	14.00		N	Y	0.12	US	COGNITIVE LLC, CONSUMABLES, PREMIUM RESIN RIBBON, 2.4" X 240', DLX/ADVANTAGE LX/BLASTER COMPATIBLE, 12 ROLLS PER CASE, PRICED PER ROLL, MUST BE ORDERED IN MULTIPLES OF 12	COG.CONSUMABLES.OEM MEDIA.RIBBONS.DESKTOP	0	0	0									121
COGNITIVE LLC	COG	04-00-0044-02	12.06	20.44		N	Y	0.2	US	COGNITIVE, CONSUMABLES, THERMAL TRANSFER RIBBONS, PREMIUM RESIN, 2.4"(61MM) X 458'(140M), .5 " NOTCHED CORE, FOR USE IN COGNITIVE BARCODE SOLUS AND SOLUSII PRINTERS, WOUND OUT, 12 RPC, PRICED PER ROLL	COG.CONSUMABLES.OEM MEDIA.RIBBONS.DESKTOP	0	0	0									121
COGNITIVE LLC	COG	04-00-0044-03	7.39	12.52		N	Y	0.2	US	COGNITIVE, CONSUMABLES, THERMAL TRANSFER RIBBONS, SOLD PER ROLL, WAX/RESIN, 2.4"(61MM) X 458'(140M), .5 " NOTCHED CORE, FOR USE IN COGNITIVE BARCODE SOLUS AND SOLUSII PRINTERS, WOUND OUT, 12 ROLLS PER	COG.CONSUMABLES.OEM MEDIA.RIBBONS.DESKTOP	0	0	0									121
PRINTRONIX LLC	PXL	107675-001	126.50	183.00		N	Y	2.1	MY	PRINTRONIX LLC,  P5000 EXTENDED LIFE TEXT & OCR RIBBON, 6 PACK. YIELDS 27M CHARACTERS/2520 AIAG SHIPPING LABELS.  REPLACES #107675-005. INK FORMULATION FOR RELIABLE BAR CODE SCANNING.	PXL.CONSUMABLES.PXL MEDIA..	0	0	0									121
VERIFONE INC	VER	05086-01	40.32	54.00		N	Y	1		VERIFONE,POWER SUPPLY,P900	VER.HARDWARE.ACCESSORIES.POWER SUPPLIES.	0	0	0									121
DATALOGIC SCANNING	DLS	11-0027	38.84	66.00		N	Y	1.45	VN	DATALOGIC ADC, MOUNT, COUNTER, STANDARD, MAGELLAN 2300HS/3300HSI/3550HSI	DLS.HARDWARE.ACCESSORIES.MOUNTS.	0	0	0									121
PREH ELECTRONICS	PRE	05198-166/0000	14.38	25.00		N	Y	1	DE	PREHKEYTEC, 3 KEY (X, REG, SUP) SET FOR KEYBOARDS	PRE.HARDWARE.ACCESSORIES..	0	0	0									121
PROCLIP USA	PCL	100331	54.99	54.99	54.99	N	Y	1	SE	PROCLIP USA, PEDESTAL EXTENSION ROD SD TO HD, 4	PCL.HARDWARE.PROCLIP UNIVERSAL..	0	0	0									121
VERIFONE INC	VER	05465-00	3.36	10.00		N	Y	1		VERIFONE,SERIAL CABLE TO CR600	VER.HARDWARE.CABLES.OEM CABLES.	0	0	0									121
VERIFONE INC	VER	100ADMR	85.13	170.00		N	Y	1		VERIFONE, SOFTWARE, PCCHARGE, ADDITIONAL MERCHANT LICENSE	VER.SOFTWARE.PAYMENT PROCESSING..	0	0	0									121
UNITECH	UTS	101000-0150	17.28	33.00		N	Y	0.2	US	UNITECH, ACCESSORY, POWER ADAPTER, 110V, FOR MS100, MS120, MS146, MS335, MS337, MS830	UTS.HARDWARE.ACCESSORIES..	0	0	0									121
EPSON	EPS	111198400	167.31	159.00		N	Y	10.38	JP	EPSON, CONSUMABLES, BLACK AT1L-30020 PAPER LABEL, DIRECT THERMAL, 3" X 2", TM-L90 COMPATIBLE, 600 LABELS PER ROLL, 10 ROLLS PER CASE, SOLD AS A CASE OF 10, PRICED PER CASE	EPS.CONSUMABLES.RECEIPT MEDIA.LABELS / TAGS.	0	0	0									121
EPSON	EPS	111198500	833.04	791.00		N	Y	10.5	CN	EPSON, CONSUMABLES, BLACK AT1L-30020 PAPER LABEL, DIRECT THERMAL, 3" X 2", TM-L90 COMPATIBLE, 600 LABELS PER ROLL, 50 ROLLS PER CASE, PRICED PER CASE	EPS.CONSUMABLES.RECEIPT MEDIA.LABELS / TAGS.	0	0	0									121
EPSON	EPS	111198600	167.31	159.00		N	Y	10.55	JP	EPSON, CONSUMABLES, BLACK AT1L-30030 PAPER LABEL, DIRECT THERMAL, 3" X 3", TM-L90 COMPATIBLE, 425 LABELS PER ROLL, 10 ROLLS PER PACK	EPS.CONSUMABLES.RECEIPT MEDIA.LABELS / TAGS.	0	0	0									121
ZEBRA ENTERPRISE	MOT	11-35035-01R	72.34	105.68		N	Y	0.28	CN	ZEBRA EVM/DCS, HOLSTER, MOUNTS TO BELT OR PANTS FOR DS36X8, LI36X8, DS35X8, LS34X8 AND MT20X SERIES	MOT.HARDWARE.ACCESSORIES.HOLSTER.	0	0	0									121
VERIFONE INC	VER	07041-02	5.60	10.00		N	Y	1		VERIFONE,CONNECTOR CABLE FOR OMNI 3200 TO CR600	VER.HARDWARE.CABLES.OEM CABLES.	0	0	0									121
VERIFONE INC	VER	07336-03	2.24	3.00		N	Y	1		VERIFONE,OVERLAY,OMNI 32/3XX GENERIC RETAIL	VER.HARDWARE.ACCESSORIES..	0	0	0									121
VERIFONE INC	VER	07354-01	6.72	10.00		N	Y	1		VERIFONE,PIN PAD 1000 CRADLE DESKTOP	VER.HARDWARE.CABLES.OEM CABLES.	0	0	0									121
VERIFONE INC	VER	07152-02	3.36	10.00		N	Y	1		VERIFONE,SC500 POWER CORD, 2M	VER.HARDWARE.CABLES.OEM CABLES.	0	0	0									121
VERIFONE INC	VER	07298-01	6.72	18.75		N	Y	1		VERIFONE,PIN PAD 1000 CRADLE DESKTOP	VER.HARDWARE.CABLES.OEM CABLES.	0	0	0									121
VERIFONE INC	VER	10448-00	5.60	6.00		N	Y	1		VERIFONE,CABLE,CR600 TO PRTR	VER.HARDWARE.CABLES.OEM CABLES.	0	0	0									121
SONY CHEMICALS CORP OF AMERICA	SON	18100449	137.44	301.40		N	Y	0.5	US	DNP, CONSUMABLES, THERMAL TRANSFER RIBBON, TRX-50 GENERAL PURPOSE WAX/RESIN, 2.36 "(60MM) X 984' (300M), 1" CORE ID, WOUND OUT, FOR USE IN ZEBRA PRINTERS, 36 ROLLS PER CASE, PRICED PER CASE	SON.CONSUMABLES.COMPATIBLE.RIBBONS.	0	0	0									121
NEWELL BRANDS DISTRIBUTION	DYM	18055	39.46	75.68		N	Y	1	BE	DYMO, CONSUMABLES, MOQ 5, LIMIT AVAILABILITY, THERMAL TRANSFER INDUSTRIAL HEAT SHRINK TUBE, 1/2''(12MM) X 5'(1M), BLACK ON WHITE, UL 224, 1 CARTRIDGE PER CASE, PRICED PER CASE	DYM.CONSUMABLES.OEM MEDIA.SUPPLIES.DESKTOP	3	3	0									121
AMERICAN MICROSYSTEMS LTD	AML	180-7100	68.00	85.00	85.00	N	Y	0.3	US	AML, EOL, REPLACED BY 180-7800, M7220, M7221, M71V2, M5900, BATTERY, 2600 MAH	AML.HARDWARE.ACCESSORIES.BATTERIES.	0	0	0									121
SONY CHEMICALS CORP OF AMERICA	SON	18100618-6	37.42	65.65		N	Y	6.63	US	DNP, CONSUMABLES, THERMAL TRANSFER RIBBON, TR4085PLUS RESIN ENHANCED WAX, 4 "(101.6MM) X 1476' (450M), 1" CORE ID, WOUND OUT, FOR USE IN ZEBRA PRINTERS, 6 ROLLS PER CASE, PRICED PER CASE	SON.CONSUMABLES.COMPATIBLE.RIBBONS.	0	0	0									121
SONY CHEMICALS CORP OF AMERICA	SON	18100501	90.47	158.72		N	Y	11.6	US	DNP, CONSUMABLES, TRX-50, GENERAL PURPOSE WAX/RESIN THERMAL TRANSFER RIBBON, BLACK, 4.09" (104MM) X 509' (155M), 1" CORE, WOUND OUT, FOR USE IN INTERMEC 8646, 24 ROLLS PER CASE, PRICED PER CASE	SON.CONSUMABLES.COMPATIBLE.RIBBONS.1 INCH CORE	0	0	0									121
ZEBRA ENTERPRISE	MOT	11-67218-04R	8.26	12.06		N	Y	0.31	US	ZEBRA EVM/EMC, DISCONTINUED, PROTECTIVE RUBBER BOOT FOR MC90XX-G, MC91XX-G, MC92XX-G, ONLY	MOT.HARDWARE.ACCESSORIES..	0	0	0									121
THERMAMARK	TMK	1433-B	4.25	6.53		N	Y	0.8	US	THERMAMARK, CONSUMABLES, LABEL, DIRECT THERMAL, 2.2835" X 2.5591", 1X-100 COMPATIBLE, 12 ROLLS PER CASE, PRICED PER ROLL	TMK.CONSUMABLES.DESKTOP DIRECT THERMAL.LABEL PAPER.0-2" NOT PERFO	0	0	0									121
ZEBRA ENTERPRISE	MOT	11-72959-04R	7.35	10.73		N	Y	0.13	US	ZEBRA EVM/EMC, RUBBER BOOT FOR MC3090-G AND MC3190-G	MOT.HARDWARE.ACCESSORIES..	0	0	0									121
NEWELL BRANDS DISTRIBUTION	DYM	18484	18.75	36.02		N	Y	0.12	US	DYMO, CONSUMABLES, INDUSTRIAL PERMANENT POLYESTER LABELS FOR USE IN RHINO LABEL PRINTERS, 3/4"(19MM)X18'(5M), BLACK ON WHITE, UL969, 1 CARTRIDGE PER CASE, PRICED PER CASE, MOQ 5	DYM.CONSUMABLES.OEM MEDIA..	9	9	0									121
SONY CHEMICALS CORP OF AMERICA	SON	17152479-6	40.51	71.08		N	Y	7.29	US	DNP, CONSUMABLES, THERMAL TRANSFER RIBBON, TR4085PLUS RESIN ENHANCED WAX, 4.33 "(110MM) X 1476' (450M), 1" CORE ID, WOUND OUT, FOR USE IN ZEBRA PRINTERS, 6 ROLLS PER CASE, PRICED PER CASE	SON.CONSUMABLES.COMPATIBLE.RIBBONS.	19	19	0									121
SONY CHEMICALS CORP OF AMERICA	SON	17152893-6	47.88	84.00		N	Y	8.75	US	DNP, CONSUMABLES, THERMAL TRANSFER RIBBON, TR4085PLUS RESIN ENHANCED WAX, 5.12 "(130MM) X 1476' (450M), 1" CORE ID, WOUND OUT, FOR USE IN ZEBRA PRINTERS, 6 ROLLS PER CASE, PRICED PER CASE	SON.CONSUMABLES.COMPATIBLE.RIBBONS.	0	0	0									121
SONY CHEMICALS CORP OF AMERICA	SON	17154390	6.68	12.20		N	Y	0.98	US	DNP, 4085PLUS 5.12" X 984' RBN,W/O FOR ZEBRA PRINTER	ZOT.HARDWARE.FIRESALE..	0	0	0									121
SONY CHEMICALS CORP OF AMERICA	SON	17154460	88.39	155.08		N	Y	15	US	DNP, CONSUMABLES, THERMAL TRANSFER RIBBON, TR4085PLUS RESIN ENHANCED WAX, 2.36 "(60MM) X 984' (300M), 1" CORE ID, WOUND OUT, FOR USE IN ZEBRA PRINTERS, 36 ROLLS PER CASE, PRICED PER CASE	SON.CONSUMABLES.COMPATIBLE.RIBBONS.	0	0	0									121
PREH ELECTRONICS	PRE	13017-003/0001	0.08	0.14		N	Y	0.01	DE	PREHKEYTEC, CLEAR KEYCAP. PRICED INDIVIDUALLY	PRE.HARDWARE.ACCESSORIES..	0	0	0									121
PREH ELECTRONICS	PRE	12308-106/1800	0.29	0.61		N	Y	0.01	DE	PREHKEYTEC, MOQ 100, DEAD KEY TILES, BLACK, PRICED INDIVIDUALLY	PRE.HARDWARE.KEYBOARDS.PROGRAMABLE.	5314	5314	0									121
SONY CHEMICALS CORP OF AMERICA	SON	17159753	123.10	215.96		N	Y	1	US	DNP, CONSUMABLES, THERMAL TRANSFER RIBBON, TR4085PLUS RESIN ENHANCED WAX, 3.26 "(83MM) X 984' (300M), 1" CORE ID, WOUND OUT, FOR USE IN ZEBRA PRINTERS, 36 ROLLS PER CASE, PRICED PER CASE	SON.CONSUMABLES.COMPATIBLE.RIBBONS.	0	0	0									121
PREH ELECTRONICS	PRE	12308-103/1800	2.60	5.44		N	Y	0.01	DE	PREHKEYTEC, MOQ 50 PER BAG, 2X2 RELEGENDABLE KEYCAP, BLACK, PRICED INDIVIDUALLY	PRE.HARDWARE.ACCESSORIES..	100	100	0									121
PREH ELECTRONICS	PRE	12308-098/1800	32.20	67.00		N	Y	0.36	DE	PREHKEYTEC, 1 X 1 KEY CAPS, BAGS OF 100, PRICED PER BAG	PRE.HARDWARE.ACCESSORIES..	0	0	0									121
SONY CHEMICALS CORP OF AMERICA	SON	17176217-6	32.41	56.86		N	Y	5.9	US	DNP, CONSUMABLES, THERMAL TRANSFER RIBBON, TR4085PLUS RESIN ENHANCED WAX, 4.33 "(110MM) X 1181' (360M), 1" CORE ID, WOUND IN, FOR USE IN DATAMAX PRINTERS, 6 ROLLS PER CASE, PRICED PER CASE	SON.CONSUMABLES.COMPATIBLE.RIBBONS.	0	0	0									121
NEWELL BRANDS DISTRIBUTION	DYM	18051	34.18	65.56		N	Y	2	BE	DYMO, CONSUMABLES, FOR RHINO LABEL PRINTERS, 1/4"(6MM) X 5'(1M) WHITE HEAT SHRINK TUBES, THERMAL TRANSFER, UL 224, 1 CARTRIDGE PER CASE, PRICED PER CASE	DYM.CONSUMABLES.OEM MEDIA.TAPE.	0	0	0									121
NEWELL BRANDS DISTRIBUTION	DYM	18053	36.83	70.61		N	Y	0.1	BE	DYMO, CONSUMABLES, THERMAL TRANSFER INDUSTRIAL HEAT SHRINK TUBES, BLACK ON WHITE, 3/8" (9MM ) X 5'(1M), FOR USE IN DYMO LABEL PRINTERS, UL 224, 1 CARTRIDGE PER CASE, PRICED PER CASE	DYM.CONSUMABLES.OEM MEDIA.TAPE.	0	0	0									121
NEWELL BRANDS DISTRIBUTION	DYM	15519	26.28	51.66		N	Y	0.37	CN	DYMO, RHINOPRO 5000 AC ADPT POWER SUPPLY	DYM.HARDWARE.ACCESSORIES.POWER SUPPLIES.	0	0	0									121
ZEBRA ENTERPRISE	MOT	25-72614-01R	5.35	7.82		N	Y	0.15	CN	ZEBRA EVM, DISCONTINUED, REPLACED BY CBL-DC-395A1-01, DC LINE CORD FOR 4-SLOT BATTERY CHARGER (SAC9000-4000R), WORKS WITH POWER SUPPLY (PWRS-14000-242R)	MOT.HARDWARE.CABLES.OEM CABLES.	0	0	0									121
VERIFONE INC	VER	23081-02	20.16	41.81		N	Y	1		VERIFONE,SERIAL CABLE WITH PWR PIGTAIL,FOR EVEREST PLUS	VER.HARDWARE.CABLES.OEM CABLES.	0	0	0									121
VERIFONE INC	VER	23081-05	17.92	46.75		N	Y	0.6		VERIFONE, EOL, CABLE EVEREST + SINGLE,5 METER	VER.HARDWARE.CABLES.OEM CABLES.	0	0	0									121
ZEBRA ENTERPRISE	MOT	21-60332-01	93.15	136.09		N	Y	2	JP	ZEBRA EVM, PPT88XX 3400 MAH LARG CAPACITY SPARE BATTERY ONLY, NO DOOR (DOOR INCLUDED IN KT-61579-01)	MOT.HARDWARE.ACCESSORIES.BATTERIES.	0	0	0									121
ZEBRA ENTERPRISE	MOT	21-52612-01R	136.00	198.68		N	Y	2.31	US	ZEBRA EVM/DCS, FORK LIFT HOLDER FOR RUGGED SCANNERS	MOT.HARDWARE.ACCESSORIES.HOLSTER.	86	86	0									121
SYSTEM	BSP	23844-00-00-B	4.33	8.65		N	Y	0.35	CN	SYSTEM, US A/C LINE FOR SYMBOL, 6FT 18 AWG UNIVERSAL POWER CORD, REPLACES CTG-03130	BSP.HARDWARE.CABLES.THIRD PARTY CABLES.	910	910	0									121
ZEBRA ENTERPRISE	MOT	23844-00-00R	11.70	17.09		N	Y	0.39	CN	ZEBRA EVM/EMC, US AC LINE CORD, 3 WIRE/PRONG, 7.5 FEET, GROUNDED, NEMA 5-15P	MOT.HARDWARE.CABLES.OEM CABLES.	17289	17289	0									121
VERIFONE INC	VER	23650-05	12.32	22.13		N	Y	1		VERIFONE,07XXX PWR-ENET SPLITTER, 5 FT.	VER.HARDWARE.CABLES.OEM CABLES.	0	0	0									121
ZEBRA ENTERPRISE	MOT	20-54090-07R	117.01	170.96		N	Y	1.9	US	ZEBRA EVM/DCS, DISCONTINUED, STAND ASSEMBLY, LS34XX, TWILIGHT BLACK, ROHS	MOT.HARDWARE.ACCESSORIES.STANDS.	0	0	0									121
EPSON	EPS	205498100	2.21	3.00		N	Y	0.32	PH	EPSON, ACCESSORY, AC CABLE PS-180 ADPT, PS-11 ADPT, C1 ADPT	EPS.HARDWARE.ACCESSORIES..	57	57	0									121
SYSTEM	BSP	240-006	5.50	11.00		N	Y	1	VN	SYSTEM, DB9F TO DB25F, NULL MODEM, 6' CABLE	BSP.HARDWARE.CABLES.THIRD PARTY CABLES.	0	0	0									121
SYSTEM	BSP	241-006	4.25	8.50		N	Y	0.3	CN	SYSTEM, FCL, 9 PIN FEMALE/9 PIN FEMALE NULL FOR 9 PIN SERIAL PRINTERS	BSP.HARDWARE.CABLES.THIRD PARTY CABLES.	0	0	0									121
SYSTEM	BSP	243-006	3.98	7.95		N	Y	0.15	CN	SYSTEM, 6'USB TYPE A TO B CABLE, GRAY, FOR PRINTERS	BSP.HARDWARE.CABLES.THIRD PARTY CABLES.	152	152	0									121
SYSTEM	BSP	243-006-BK	3.75	7.50		N	Y	0.15	CN	SYSTEM, USB 2.0 CABLE, 6FT, BLACK, TYPE A TO B	BSP.HARDWARE.CABLES.THIRD PARTY CABLES.	1837	1837	0									121
SYSTEM	BSP	243-010-2-RH	3.00	9.95		N	Y	0.25	CN	SYSTEM, FCL,USB A TYPE TO B TYPE VERSION 2.0 10FT W/ROHS, GRAY	BSP.HARDWARE.NETWORKING..	36	36	0									121
ZEBRA ENTERPRISE	MOT	20-61019-01R	42.01	61.37		N	Y	0.47	MX	ZEBRA EVM/DCS, INTELLISTAND, FOR LS2208 SERIES, WHITE	MOT.HARDWARE.ACCESSORIES.STANDS.	10	10	0									121
ZEBRA ENTERPRISE	MOT	20-61019-02R	42.01	61.37		N	Y	0.46	MX	ZEBRA EVM/DCS, INTELLISTAND, FOR LS2208 SERIES, BLACK	MOT.HARDWARE.ACCESSORIES.STANDS.	135	135	0									121
ZEBRA ENTERPRISE	MOT	20-66483-02R	140.02	204.56		N	Y	1.7	US	ZEBRA EVM/DCS, INTELLISTAND DS6X00, BLACK	MOT.HARDWARE.ACCESSORIES.STANDS.	10	10	0									121
ZEBRA ENTERPRISE	MOT	20-67176-01R	24.76	36.17		N	Y	0.13	US	ZEBRA EVM/DCS, DISCONTINUED, DESKTOP STAND DURA, DS67XX, GRAY	MOT.HARDWARE.ACCESSORIES.BRACKET.	15	15	0									121
ZEBRA ENTERPRISE	MOT	20-70777-01R	21.67	31.66	31.66	N	Y	0.1	MX	ZEBRA EVM/DCS, DISCONTINUED, DESK HOLDER LS2208/LS4208	MOT.HARDWARE.ACCESSORIES.STANDS.	0	0	0									121
EPSON	EPS	2081600	2.53	3.85		N	Y	0.01	CN	EPSON, EOL, REFER TO 2233287, SPARE PART, TMU200/TMU220, FLAT CABLE TMU200/TMU220, NON-CANCELABLE, NON-RETURNABLE	EPS.PARTS.SPARE PARTS..	0	0	0									121
MAG-TEK	MAG	22522003	176.43	358.00		Y	Y	3.54	US	MAGTEK, MINI MICR; CHECK READER; RS232; GRAY; INCLUDES DB9 8 FOOT CABLE GRAY (PN 22517509) & POWER SUPPLY (PN 64300050)	MAG.HARDWARE.MAGTEK MINI MICR..	15	15	0									121
MAG-TEK	MAG	22517507	26.74	31.00		N	Y	0.45	US	MAGTEK, 25F SERIAL TO PS2 CABLE	MAG.HARDWARE.MAGTEK MINI MICR..	0	0	0									121
MAG-TEK	MAG	22517563	25.61	31.00		N	Y	0.35	US	MAGTEK, ACCESSORIES; CABLE; MINI-MICR; RS232; GRAY; 8'	MAG.HARDWARE.MAGTEK MINI MICR..	0	0	0									121
MAG-TEK	MAG	22520020	242.38	358.00		Y	Y	1	TW	MAGTEK, MINI MICR; CHECK READER; WEDGE; GRAY; INCLUDES PS/2 6 FOOT CABLE BEIGE (PN 22517585) & POWER SUPPLY (PN 64300050)	MAG.HARDWARE.MAGTEK MINI MICR..	0	0	0									121
MMF CASH DRAWER	MMF	226-125161372-04	144.90	257.00		Y	Y	21.6	US	MMF, MEDIAPLUS, CASH DRAWER, 3 SLOTS, 17X16, 5B/5C US TILL, PRINTER-DRIVEN, KEY RANDOM, NO BELL, BLACK, CABLE NOT INCLUDED	MMF.HARDWARE.MMF MEDIAPLUS..	0	0	0									121
HONEYWELL	HWA	210216-000	38.83	62.78	62.78	N	Y	0.2	CN	HONEYWELL, ACCESSORY, SWIVEL MOUNT BRACKET FOR CARD READER CONFIGURATIONS, FOR MF4TE SERIES - THIS IS A DIRECT REPLACEMENT FOR 210217-000	HWA.HARDWARE.ACCESSORIES.OTHER.	0	0	0									121
MAG-TEK	MAG	21040109	75.91	105.00		Y	Y	0.4	US	MAGTEK, USB; KB EMULATION TRK 1&2; PEARL WHITE CARD READER	MAG.HARDWARE.MAGTEK CARD READERS..	0	0	0									121
MAG-TEK	MAG	21040110	55.52	105.00		Y	Y	0.36	US	MAGTEK, USB; KEYBOARD EMULATION; TRACK I&2; BLACK CARD READER	MAG.HARDWARE.MAGTEK CARD READERS..	137	137	0									121
MAG-TEK	MAG	21040079	112.48	105.00		Y	Y	0.36	US	MAGTEK, MINI RS232 MSR; TRACK 1&2; 9F CABLE; PORT POWERED; BLACK	MAG.HARDWARE.MAGTEK CARD READERS..	0	0	0									121
MAG-TEK	MAG	21040082	103.10	116.00		Y	Y	0.3	US	MAGTEK, MINI RS232; MSR; TRACK 1,2,3; 9F CABLE; PORT POWERED; BLACK	MAG.HARDWARE.MAGTEK CARD READERS..	0	0	0									121
MAG-TEK	MAG	21040102	56.65	105.00		Y	Y	0.36	US	MAGTEK, SWIPE READER; MAGNETIC CARD READER; 3 TRACK; BLACK, USB	MAG.HARDWARE.MAGTEK CARD READERS..	58	58	0									121
MAG-TEK	MAG	21040104	55.52	105.00		Y	Y	0.36	US	MAGTEK, USB MINI HID; TRACK 1&2; BLACK	MAG.HARDWARE.MAGTEK CARD READERS..	20	20	0									121
MAG-TEK	MAG	21040107	75.91	105.00		Y	Y	1	US	MAGTEK, USB KYBD 3TK WHT, MT-211, PRLWHT, KEY-EMUL 6'CBL, USB ELECT/CON	MAG.HARDWARE.MAGTEK CARD READERS..	0	0	0									121
MAG-TEK	MAG	21040108	56.65	105.00		Y	Y	0.36	US	MAGTEK, USB TRACK 3TK; KBW EMULATION; BLACK	MAG.HARDWARE.MAGTEK CARD READERS..	199	199	0									121
ZEBRA ENTERPRISE	MOT	25-62166-01R	54.64	79.83		N	Y	0.3	CN	ZEBRA EVM/EMC, DISCONTINUED, USB CABLE FOR MC90XX, MC91XX, MC92XX, ADAPTER MODULE (ADP9000-100R MUST BE ORDERED SEPERATELY)	MOT.HARDWARE.CABLES.OEM CABLES.	0	0	0									121
ZEBRA ENTERPRISE	MOT	25-63852-01R	24.92	36.41		N	Y	1	CN	ZEBRA EVM/EMC, RS232 CABLE FOR CRADLE TO THE HOST SYSTEM	MOT.HARDWARE.CABLES.OEM CABLES.	0	0	0									121
ZEBRA ENTERPRISE	MOT	25-64396-01R	17.25	25.21		N	Y	0.21	CN	ZEBRA EVM/EMC, USB A TO B CABLE, CRADLE TO THE HOST (SEE ALSO 243-006)	MOT.HARDWARE.CABLES.OEM CABLES.	0	0	0									121
EPSON	EPS	256TPPSPL	2.34	3.00		N	Y	0.47	CN	EPSON, TM-H6000/U675, CONSUMABLES, MICR CLEANING SHEETS FOR TM-H6000 AND TM-U675	EPS.CONSUMABLES.RECEIPT MEDIA.RECEIPT CONSUMABLES.	0	0	0									121
ZEBRA ENTERPRISE	MOT	25-68596-01R	19.18	28.01		N	Y	0.14	CN	ZEBRA EVM/EMC, USB A TO MINI B CABLE, CRADLE TO THE HOST (SEE ALSO 22410BLU-1)	MOT.HARDWARE.CABLES.OEM CABLES.	0	0	0									121
ZEBRA ENTERPRISE	MOT	25-71918-01R	169.03	246.95		N	Y	0.34	CN	ZEBRA EVM/DCS, 9FT, VC5090 TO LS3408 USB SCANNER CABLE, RUGGED AMPHENOL CONNECTOR, COILDED	MOT.HARDWARE.CABLES.OEM CABLES.	0	0	0									121
ZEBRA ENTERPRISE	MOT	25-71920-01R	78.57	114.78		N	Y	1	CN	ZEBRA EVM, VC5090, POWER CABLE FOR USE WITH POWER SUPPLY 50-14000-241 (FIXED STATION USE, DISCONTINUED, REFER TO VC8300 & VC80X	MOT.HARDWARE.CABLES.OEM CABLES.	0	0	0									121
ZEBRA ENTERPRISE	MOT	25-71914-01R	94.28	137.74		N	Y	1	CN	ZEBRA EVM, 5 FT, VC5090 RS232 CABLE, 9-PIN FEMALE (ACTIVE SYNC), RUGGED AMPHENOL CONNECTOR, STRAIGHT, DISCONTINUED, REFER TO VC800 & VC80X	MOT.HARDWARE.CABLES.OEM CABLES.	0	0	0									121
ZEBRA ENTERPRISE	MOT	25-71915-01R	120.16	175.55		N	Y	1	CN	ZEBRA EVM, 6 INCH, VC5090 USB HOST CABLE, RUGGED AMPHENOL CONNECTOR, STRAIGHT, DISCONTINUED, REFER TO VC8300 & VC80X	MOT.HARDWARE.CABLES.OEM CABLES.	0	0	0									121
NEWELL BRANDS DISTRIBUTION	DYM	30251	9.40	17.78		N	Y	0.3	MX	DYMO, CONSUMABLES, 1.125"(29MM)X 3.5"(89MM) DIRECT THERMAL ADDRESS LABEL, WHITE, 130 LABELS PER ROLL, FOR USE IN LABELWRITER LABEL PRINTERS, 2 ROLLS PER CASE, PRICED PER CASE	DYM.CONSUMABLES.OEM MEDIA.LABELS / TAGS.DESKTOP	0	0	0									121
NEWELL BRANDS DISTRIBUTION	DYM	30252	20.93	39.20		N	Y	0.71	US	DYMO, CONSUMABLES, 1.125"(29MM)X 3.5"(89MM) DIRECT THERMAL ADDRESS LABEL, WHITE, 350 LABELS PER ROLL, FOR USE IN LABELWRITER LABEL PRINTERS, 2 ROLLS PER CASE, PRICED PER CASE	DYM.CONSUMABLES.OEM MEDIA.LABELS / TAGS.DESKTOP	18	18	0									121
