MANUFACTURER_NAME	MFG_CODE	PART_NUMBER	PRICE	MSRP	MAP_PRICE	SERIALIZED	TANGIBLE	WEIGHT	COUNTRY_OF_ORIGIN	PRODUCT_DESCRIPTION	CATEGORY	IN_STOCK	LOC_01	LOC_02	LOC_03	LOC_04	LOC_05	LOC_06	LOC_07	LOC_08	LOC_09	LOC_10	ORG
ZEBRA ENTERPRISE	MOT	Z1RE-HC55XX-2700	385.29	545.82		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, RENEWAL OF Z1A CONTRACT, 2 YEAR, COMPREHENSIVE, PROACTIVE BATTERY REPLACEMENT, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RE-HC55XX-2703	435.98	617.62		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, RENEWAL OF Z1A CONTRACT, 2 YEAR, COMPREHENSIVE, PROACTIVE BATTERY REPLACEMENT, STD. LOGISTICS, DASHBOARD AND COMMISSIONING, MOQ 20	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RZ-HC55XX-1103	302.82	428.99		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, SELECT (ZEBRA OWNED POOL), RENEWAL OF Z1A CONTRACT, 1 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD AND COMMISSIONING	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RZ-HC55XX-11D3	345.08	488.85		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, SELECT (ZEBRA OWNED POOL), RENEWAL OF Z1A CONTRACT, 1 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR STD. BATTERY, FASTRACK, DASHBOARD AND COMMISSIONING, MOQ 50	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RZ-HC55XX-1203	313.97	444.79		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, SELECT (ZEBRA OWNED POOL), RENEWAL OF Z1A CONTRACT, 1 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD AND COMMISSIONING	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RZ-HC55XX-12D3	356.23	504.65		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, SELECT (ZEBRA OWNED POOL), RENEWAL OF Z1A CONTRACT, 1 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR EXT. BATTERY, FASTRACK, DASHBOARD AND COMMISSIONING, MOQ 50	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RZ-HC55XX-1303	369.72	523.75		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, SELECT (ZEBRA OWNED POOL), RENEWAL OF Z1A CONTRACT, 1 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD AND COMMISSIONING	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RZ-HC55XX-13D3	411.98	583.62		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, SELECT (ZEBRA OWNED POOL), RENEWAL OF Z1A CONTRACT, 1 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR STD. BATTERY, FASTRACK, DASHBOARD AND COMMISSIONING, MOQ 50	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RZ-HC55XX-1403	386.44	547.45		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, SELECT (ZEBRA OWNED POOL), RENEWAL OF Z1A CONTRACT, 1 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD AND COMMISSIONING	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RZ-HC55XX-14D3	428.70	607.31		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, SELECT (ZEBRA OWNED POOL), RENEWAL OF Z1A CONTRACT, 1 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR EXT. BATTERY, FASTRACK, DASHBOARD AND COMMISSIONING, MOQ 50	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BV-HC2510-2300	289.40	409.96		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC2510, SPECIAL VALUE, PURCHASED 30 DAYS OR MORE OF HARDWARE, 2 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BV-HC2510-2400	380.40	538.89		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC2510, SPECIAL VALUE, PURCHASED 30 DAYS OR MORE OF HARDWARE, 2 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BV-HC2510-3000	158.17	224.06		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC2510, SPECIAL VALUE, PURCHASED 30 DAYS OR MORE OF HARDWARE, 3 YEAR, NON-COMPREHENSIVE, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BV-HC2510-3100	252.35	357.49		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC2510, SPECIAL VALUE, PURCHASED 30 DAYS OR MORE OF HARDWARE, 3 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BV-HC2510-3200	297.85	421.95		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC2510, SPECIAL VALUE, PURCHASED 30 DAYS OR MORE OF HARDWARE, 3 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BV-HC2510-3300	346.54	490.92		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC2510, SPECIAL VALUE, PURCHASED 30 DAYS OR MORE OF HARDWARE, 3 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BV-HC2510-3400	437.55	619.85		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC2510, SPECIAL VALUE, PURCHASED 30 DAYS OR MORE OF HARDWARE, 3 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BV-HC2520-2000	106.79	151.28		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC2520, SPECIAL VALUE, PURCHASED 30 DAYS OR MORE OF HARDWARE, 2 YEAR, NON-COMPREHENSIVE, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BV-HC2520-2100	200.98	284.71		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC2520, SPECIAL VALUE, PURCHASED 30 DAYS OR MORE OF HARDWARE, 2 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BV-HC2520-2200	246.48	349.17		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC2520, SPECIAL VALUE, PURCHASED 30 DAYS OR MORE OF HARDWARE, 2 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BV-HC2520-2300	295.16	418.14		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC2520, SPECIAL VALUE, PURCHASED 30 DAYS OR MORE OF HARDWARE, 2 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BV-HC2520-2400	386.17	547.06		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC2520, SPECIAL VALUE, PURCHASED 30 DAYS OR MORE OF HARDWARE, 2 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BV-HC2520-3000	163.93	232.24		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC2520, SPECIAL VALUE, PURCHASED 30 DAYS OR MORE OF HARDWARE, 3 YEAR, NON-COMPREHENSIVE, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BV-HC2520-3100	258.12	365.66		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC2520, SPECIAL VALUE, PURCHASED 30 DAYS OR MORE OF HARDWARE, 3 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BV-HC2520-3200	303.63	430.13		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC2520, SPECIAL VALUE, PURCHASED 30 DAYS OR MORE OF HARDWARE, 3 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BV-HC2520-3300	352.30	499.09		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC2520, SPECIAL VALUE, PURCHASED 30 DAYS OR MORE OF HARDWARE, 3 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BV-HC2520-3400	443.32	628.02		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC2520, SPECIAL VALUE, PURCHASED 30 DAYS OR MORE OF HARDWARE, 3 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1BV-HC25XX-2000	95.25	134.93		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, SPECIAL VALUE, PURCHASED 30 DAYS OR MORE OF HARDWARE, 2 YEAR, NON-COMPREHENSIVE, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AE-HC25XX-3400	519.91	736.52		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, ESSENTIAL, PURCHASED WITHIN 30 DAYS OF HARDWARE, 3 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AE-HC25XX-3403	581.47	823.74		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, ESSENTIAL, PURCHASED WITHIN 30 DAYS OF HARDWARE, 3 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD AND COMMISSIONING, MOQ	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AE-HC25XX-3C00	240.52	340.73		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, ESSENTIAL, PURCHASED WITHIN 30 DAYS OF HARDWARE, 3 YEAR, COMPREHENSIVE, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AE-HC25XX-3C03	302.10	427.96		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, ESSENTIAL, PURCHASED WITHIN 30 DAYS OF HARDWARE, 3 YEAR, COMPREHENSIVE, STD. LOGISTICS, DASHBOARD AND COMMISSIONING, MOQ 20	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AE-HC25XX-3C10	264.57	374.80		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, ESSENTIAL, PURCHASED WITHIN 30 DAYS OF HARDWARE, 3 YEAR, COMPREHENSIVE, EXPEDITED COLLECTIONS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AE-HC25XX-3C20	276.60	391.83		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC25XX, ESSENTIAL, PURCHASED WITHIN 30 DAYS OF HARDWARE, 3 YEAR, COMPREHENSIVE, EXPEDITED 2-WAY SHIPPING, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AE-HC55XX-3100	444.98	630.36		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, PURCHASED WITHIN 30 DAYS OF HARDWARE, 3 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AE-HC55XX-3103	509.84	722.25		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, PURCHASED WITHIN 30 DAYS OF HARDWARE, 3 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD AND COMMISSIONING, MOQ	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AE-HC55XX-3110	476.08	674.43		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, PURCHASED WITHIN 30 DAYS OF HARDWARE, 3 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR STD. BATTERY, EXPEDITED COLLECTIONS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AE-HC55XX-5323	1240.04	1756.69		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, PURCHASED WITHIN 30 DAYS OF HARDWARE, 5 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR STD. BATTERY, EXPEDITED 2-WAY SHIPPING, DASHBOARD AND COMMISSI	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AE-HC55XX-5400	1098.39	1556.02		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, PURCHASED WITHIN 30 DAYS OF HARDWARE, 5 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AE-HC55XX-5403	1206.85	1709.66		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, PURCHASED WITHIN 30 DAYS OF HARDWARE, 5 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD AND COMMISSIONING, MOQ	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AE-HC55XX-5700	772.02	1093.66		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, PURCHASED WITHIN 30 DAYS OF HARDWARE, 5 YEAR, COMPREHENSIVE, PROACTIVE BATTERY REPLACEMENT, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AE-HC55XX-5703	880.48	1247.31		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, PURCHASED WITHIN 30 DAYS OF HARDWARE, 5 YEAR, COMPREHENSIVE, PROACTIVE BATTERY REPLACEMENT, STD. LOGISTICS, DASHBOARD AND COMMISSIONING, MOQ 20	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AE-HC55XX-5C00	518.62	734.70		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, PURCHASED WITHIN 30 DAYS OF HARDWARE, 5 YEAR, COMPREHENSIVE, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AE-HC55XX-5C03	627.07	888.34		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, PURCHASED WITHIN 30 DAYS OF HARDWARE, 5 YEAR, COMPREHENSIVE, STD. LOGISTICS, DASHBOARD AND COMMISSIONING, MOQ 20	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AE-HC55XX-5C10	570.48	808.16		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, PURCHASED WITHIN 30 DAYS OF HARDWARE, 5 YEAR, COMPREHENSIVE, EXPEDITED COLLECTIONS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AE-HC55XX-5C13	678.93	961.80		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, PURCHASED WITHIN 30 DAYS OF HARDWARE, 5 YEAR, COMPREHENSIVE, EXPEDITED COLLECTIONS, DASHBOARD AND COMMISSIONING, MOQ 20	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AE-HC55XX-5C20	596.41	844.90		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, PURCHASED WITHIN 30 DAYS OF HARDWARE, 5 YEAR, COMPREHENSIVE, EXPEDITED 2-WAY SHIPPING, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AE-HC55XX-5C23	704.88	998.55		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, PURCHASED WITHIN 30 DAYS OF HARDWARE, 5 YEAR, COMPREHENSIVE, EXPEDITED 2-WAY SHIPPING, DASHBOARD AND COMMISSIONING, MOQ 20	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-HC2510-2000	92.36	130.83		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC2510, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 2 YEAR, NON-COMPREHENSIVE, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-HC2510-2003	140.46	198.98		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC2510, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 2 YEAR, NON-COMPREHENSIVE, STD. LOGISTICS, DASHBOARD AND COMMISSIONING, MOQ 20	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-HC2510-2010	101.03	143.11		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC2510, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 2 YEAR, NON-COMPREHENSIVE, EXPEDITED COLLECTIONS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-HC2510-2020	105.34	149.24		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC2510, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 2 YEAR, NON-COMPREHENSIVE, EXPEDITED 2-WAY SHIPPING, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1AV-HC2510-2100	186.55	264.26		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC2510, SPECIAL VALUE, PURCHASED WITHIN 30 DAYS OF HARDWARE, 2 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR STD. BATTERY, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RE-HC55XX-1120	276.94	392.32		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, RENEWAL OF Z1A CONTRACT, 1 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR STD. BATTERY, EXPEDITED 2-WAY SHIPPING, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RE-HC55XX-1123	302.28	428.21		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, RENEWAL OF Z1A CONTRACT, 1 YEAR, COMPREHENSIVE, STD. BATTERY MAINTENANCE FOR STD. BATTERY, EXPEDITED 2-WAY SHIPPING, DASHBOARD AND COMMISSIONING, MOQ 20	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RE-HC55XX-1403	367.22	520.22		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, RENEWAL OF Z1A CONTRACT, 1 YEAR, COMPREHENSIVE, PREM. BATTERY MAINTENANCE FOR EXT. BATTERY, STD. LOGISTICS, DASHBOARD AND COMMISSIONING, MOQ 20	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RE-HC55XX-1700	269.42	381.66		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, RENEWAL OF Z1A CONTRACT, 1 YEAR, COMPREHENSIVE, PROACTIVE BATTERY REPLACEMENT, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RE-HC55XX-1703	294.76	417.56		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, RENEWAL OF Z1A CONTRACT, 1 YEAR, COMPREHENSIVE, PROACTIVE BATTERY REPLACEMENT, STD. LOGISTICS, DASHBOARD AND COMMISSIONING, MOQ 20	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RE-HC55XX-1C00	124.47	176.33		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, RENEWAL OF Z1A CONTRACT, 1 YEAR, COMPREHENSIVE, STD. LOGISTICS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RE-HC55XX-1C03	149.80	212.22		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, RENEWAL OF Z1A CONTRACT, 1 YEAR, COMPREHENSIVE, STD. LOGISTICS, DASHBOARD AND COMMISSIONING, MOQ 20	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RE-HC55XX-1C10	136.92	193.96		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, RENEWAL OF Z1A CONTRACT, 1 YEAR, COMPREHENSIVE, EXPEDITED COLLECTIONS, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RE-HC55XX-1C13	162.26	229.86		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, RENEWAL OF Z1A CONTRACT, 1 YEAR, COMPREHENSIVE, EXPEDITED COLLECTIONS, DASHBOARD AND COMMISSIONING, MOQ 20	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RE-HC55XX-1C20	143.14	202.79		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, RENEWAL OF Z1A CONTRACT, 1 YEAR, COMPREHENSIVE, EXPEDITED 2-WAY SHIPPING, DASHBOARD	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
ZEBRA ENTERPRISE	MOT	Z1RE-HC55XX-1C23	168.49	238.68		N	N	1	US	ZEBRA EVM, ONECARE SERVICE, HC55XX, ESSENTIAL, RENEWAL OF Z1A CONTRACT, 1 YEAR, COMPREHENSIVE, EXPEDITED 2-WAY SHIPPING, DASHBOARD AND COMMISSIONING, MOQ 20	MOT.SERVICES.MOT ONECARE SERVICE CONTRACTS..	0	0	0									121
